frame, steps, L_IAS, L_IPS, R_IAS, R_IPS, R_FLE, R_FME, R_FTC, R_FAL, R_FAX, R_TAM, R_TTC, R_FCC, R_FM1, R_FM2, R_FM5, L_FLE, L_FME, L_FTC, L_FAL, L_FAX, L_TAM, L_TTC, L_FCC, L_FM1, L_FM2, L_FM5, LV1, LV3, MAI, SXS, CV7, SJN, TV2, L_HEAD, R_HEAD, SGL, R_HLE, R_HUM, R_SAE, R_RSP, R_USP, R_HM2, L_HLE, L_HUM, L_SAE, L_RSP, L_USP, L_HM2
31, 200, 0.00618466, 0.0548458, 0.0183795, 0.0563289, 0.0471005, 0.0229652, 0.0403337, 0.0187088, 0.0267248, 0.021072, 0.0429663, 0.0364932, 0.0223732, 0.0332211, 0.0255524, 0.0429308, 0.0323656, 0.0293815, 0.0221222, 0.0362224, 0.0228527, 0.0505553, 0.0361267, 0.0198009, 0.02746, 0.0215336, 0.0246107, 0.0247021, 0.046611, 0.0295116, 0.0402465, 0.0338346, 0.0374513, 0.0274069, 0.0438045, 0.030591, 0.0837467, 0.0635736, 0.0245543, 0.0280027, 0.0181525, 0.0187628, 0.0751611, 0.0749843, 0.0425445, 0.0238868, 0.00999894, 0.0116513
32, 200, 0.00620357, 0.054896, 0.0184056, 0.0563494, 0.0471283, 0.0229704, 0.0403296, 0.0187145, 0.0267274, 0.021045, 0.0429522, 0.0364476, 0.0224127, 0.0332268, 0.025649, 0.0429264, 0.0323782, 0.0293662, 0.022149, 0.0362577, 0.0228397, 0.0505395, 0.0361199, 0.0198002, 0.0274456, 0.0215525, 0.0246076, 0.0247245, 0.0465818, 0.0294773, 0.0402652, 0.0337725, 0.037473, 0.0274527, 0.0438841, 0.0306055, 0.0837321, 0.0635971, 0.0245401, 0.0280172, 0.0181501, 0.0188321, 0.0751678, 0.074978, 0.0425264, 0.0239418, 0.0100794, 0.011695
33, 200, 0.00625827, 0.054876, 0.0184658, 0.0563768, 0.0471482, 0.022955, 0.0402974, 0.0187203, 0.0267248, 0.0210437, 0.0429482, 0.036467, 0.0224131, 0.0332418, 0.0256498, 0.0429261, 0.0324045, 0.0293509, 0.0221393, 0.0362063, 0.022836, 0.0505589, 0.0361353, 0.0197858, 0.0274678, 0.0215435, 0.0246028, 0.0247162, 0.0466143, 0.0294018, 0.0402719, 0.033768, 0.0374788, 0.0275183, 0.0439832, 0.0306296, 0.083773, 0.0635932, 0.0245399, 0.0280714, 0.0181875, 0.0188462, 0.0751705, 0.0749799, 0.04252, 0.0240027, 0.0101298, 0.0117742
34, 200, 0.00628817, 0.0549292, 0.0184841, 0.0563644, 0.0471491, 0.0229376, 0.0402912, 0.0187126, 0.0267232, 0.0210252, 0.0429433, 0.0364553, 0.0224251, 0.0332236, 0.0256421, 0.0429266, 0.0324152, 0.0293475, 0.0221425, 0.0362277, 0.0228538, 0.0505658, 0.0361462, 0.0197874, 0.0274786, 0.0215463, 0.0246022, 0.0247392, 0.0466013, 0.0293988, 0.0402737, 0.03373, 0.0375011, 0.0275586, 0.0440537, 0.0306662, 0.0837755, 0.0636116, 0.0245134, 0.0281174, 0.0182447, 0.0188481, 0.0751741, 0.0749716, 0.0425027, 0.02407, 0.0102119, 0.0118091
35, 200, 0.00630498, 0.0549004, 0.0185396, 0.056415, 0.0471632, 0.0229177, 0.0402954, 0.0187112, 0.0267207, 0.021053, 0.0429503, 0.0364597, 0.0224234, 0.0332129, 0.0256438, 0.042942, 0.032456, 0.0293446, 0.0221275, 0.0362309, 0.0228373, 0.0505719, 0.0361563, 0.0197856, 0.0274733, 0.021573, 0.0246318, 0.024761, 0.0465728, 0.0293769, 0.0403056, 0.0336954, 0.0375175, 0.0275934, 0.0440979, 0.0307316, 0.0838162, 0.0636163, 0.0244791, 0.0281376, 0.0182538, 0.0189244, 0.0751882, 0.0749858, 0.0425049, 0.0241268, 0.010242, 0.0118858
36, 200, 0.00630896, 0.054966, 0.0185418, 0.0564879, 0.0471735, 0.0229037, 0.0402662, 0.0187151, 0.0267207, 0.0210465, 0.0429685, 0.036477, 0.0224125, 0.0332034, 0.0256481, 0.0429347, 0.0324633, 0.0293124, 0.0221461, 0.0362239, 0.0228382, 0.0505724, 0.0361754, 0.019792, 0.0274635, 0.0215677, 0.0246592, 0.0247862, 0.0465328, 0.0294051, 0.0403335, 0.0336579, 0.0375261, 0.0276617, 0.0441009, 0.0307421, 0.0838272, 0.0636207, 0.0244691, 0.0281721, 0.0182868, 0.0189995, 0.0751773, 0.0749646, 0.042499, 0.0241946, 0.0103594, 0.0119261
37, 200, 0.00634165, 0.0551062, 0.018622, 0.0565117, 0.047157, 0.0228799, 0.0402367, 0.0187387, 0.0267158, 0.0210945, 0.0429796, 0.0365246, 0.0223832, 0.0332132, 0.0255786, 0.0429458, 0.0324783, 0.0292948, 0.0221788, 0.0362559, 0.0228298, 0.0505787, 0.0361977, 0.0197881, 0.0274673, 0.0215554, 0.0247223, 0.0248278, 0.0465321, 0.0293655, 0.0403045, 0.0336309, 0.0375215, 0.0277051, 0.0440842, 0.0309076, 0.0838727, 0.0636379, 0.0244467, 0.0282208, 0.0183272, 0.0190445, 0.0752001, 0.0749743, 0.0424901, 0.0242581, 0.0104106, 0.0119891
38, 200, 0.00636811, 0.0551517, 0.018657, 0.0565372, 0.0471951, 0.0228714, 0.0402256, 0.0187422, 0.0267204, 0.0210728, 0.0429585, 0.036495, 0.0224143, 0.0332137, 0.02566, 0.0429479, 0.0325143, 0.0293053, 0.0221677, 0.0363231, 0.0228406, 0.0505758, 0.0362091, 0.0198137, 0.027456, 0.0215387, 0.0247021, 0.024852, 0.0465392, 0.0293526, 0.0403179, 0.0336153, 0.0375408, 0.0277355, 0.0441149, 0.0310078, 0.0838769, 0.0636422, 0.0243977, 0.0282872, 0.0184037, 0.0190815, 0.0752114, 0.0749672, 0.0425, 0.0243089, 0.0105151, 0.0120239
39, 200, 0.00637546, 0.0551979, 0.0187213, 0.0565994, 0.047216, 0.0228522, 0.0401934, 0.0187667, 0.0267216, 0.0210996, 0.0429683, 0.0364899, 0.0224048, 0.0332222, 0.0256585, 0.0429528, 0.0325409, 0.0292668, 0.0221793, 0.0363366, 0.0228469, 0.0505679, 0.0362092, 0.019809, 0.0274518, 0.0215704, 0.0247156, 0.0248775, 0.0465469, 0.0293216, 0.0403122, 0.0335562, 0.0375795, 0.0277805, 0.0441473, 0.03097, 0.083874, 0.0636808, 0.02438, 0.0283365, 0.0184216, 0.0191157, 0.0752045, 0.0749734, 0.0424914, 0.0243584, 0.0105846, 0.0120742
40, 200, 0.00640798, 0.0552344, 0.0187576, 0.0566526, 0.0472147, 0.0228304, 0.040187, 0.0187571, 0.0267217, 0.0210856, 0.0429946, 0.036516, 0.0224173, 0.0332129, 0.0256705, 0.0429467, 0.0325627, 0.0292754, 0.0221732, 0.0363512, 0.0228413, 0.0505927, 0.0362386, 0.0198054, 0.0274566, 0.0215739, 0.0247313, 0.0249199, 0.0465296, 0.0293126, 0.040312, 0.0335478, 0.0375828, 0.0278038, 0.0441919, 0.0309964, 0.083876, 0.0636759, 0.0243777, 0.0283742, 0.0184356, 0.0191492, 0.0752706, 0.0749435, 0.0424816, 0.0243894, 0.010645, 0.0121169
41, 200, 0.00643238, 0.0553245, 0.01882, 0.0566603, 0.0472014, 0.0227938, 0.0401514, 0.0187907, 0.026713, 0.0211125, 0.0429624, 0.0365711, 0.0223756, 0.033226, 0.0255872, 0.0429526, 0.0325906, 0.0292383, 0.0221926, 0.0363794, 0.0228553, 0.0506172, 0.0362416, 0.019813, 0.0274722, 0.0215703, 0.0247512, 0.0249524, 0.0465493, 0.0292857, 0.0403035, 0.033551, 0.0375954, 0.0278599, 0.0442292, 0.0310306, 0.083889, 0.0637003, 0.0243678, 0.0284864, 0.018486, 0.0191703, 0.0752887, 0.0749299, 0.0424716, 0.0244514, 0.0107404, 0.012147
42, 200, 0.00646199, 0.0553018, 0.0188656, 0.0566993, 0.0472384, 0.0227772, 0.0401351, 0.0187821, 0.0267143, 0.0210839, 0.0429226, 0.0365366, 0.0224058, 0.0332176, 0.0256606, 0.0429656, 0.032617, 0.0292191, 0.0221869, 0.0363729, 0.0228234, 0.0505927, 0.0362588, 0.0198087, 0.0274486, 0.021573, 0.0247894, 0.0249655, 0.0465152, 0.0292878, 0.0403187, 0.0335722, 0.0375949, 0.0279009, 0.0442754, 0.0308744, 0.0839077, 0.0636888, 0.0243361, 0.0285466, 0.018495, 0.0191851, 0.0752972, 0.0749217, 0.0424455, 0.0244905, 0.0107818, 0.0121831
43, 200, 0.00648513, 0.0553554, 0.0188901, 0.0567863, 0.0472247, 0.0227608, 0.0400958, 0.0187887, 0.026721, 0.0211525, 0.0429707, 0.0365748, 0.0223684, 0.0332056, 0.0255755, 0.0429622, 0.0326369, 0.0291874, 0.0222258, 0.0363915, 0.0228365, 0.0506236, 0.0362583, 0.019803, 0.0274703, 0.0215589, 0.0247988, 0.024968, 0.0465151, 0.0292569, 0.0402921, 0.033569, 0.0375943, 0.0279878, 0.0443453, 0.0308789, 0.0839317, 0.0637302, 0.0243304, 0.0285675, 0.0185056, 0.0191983, 0.0752775, 0.0748703, 0.0424065, 0.0245742, 0.010866, 0.0122503
44, 200, 0.00649157, 0.0553848, 0.0189069, 0.0567925, 0.0472589, 0.0227549, 0.0401171, 0.0187847, 0.0267249, 0.0211186, 0.04296, 0.0365437, 0.0224033, 0.0332248, 0.0256744, 0.0429689, 0.032653, 0.0292021, 0.0222283, 0.0364023, 0.0228359, 0.0506275, 0.0362575, 0.0197746, 0.0274725, 0.0215462, 0.0248358, 0.0250013, 0.0464757, 0.0292476, 0.0402799, 0.033566, 0.0375727, 0.028058, 0.0443628, 0.0309181, 0.0839572, 0.0637573, 0.0243327, 0.0285674, 0.0185656, 0.0192136, 0.0752652, 0.0748901, 0.0423962, 0.0245947, 0.0109097, 0.0122817
45, 200, 0.00653126, 0.0553682, 0.0189143, 0.0568149, 0.0472514, 0.0227265, 0.0400875, 0.0188109, 0.026725, 0.0211391, 0.042992, 0.0365819, 0.022376, 0.0331954, 0.0255822, 0.0429637, 0.0326581, 0.0291865, 0.0221675, 0.0363913, 0.0228143, 0.0506091, 0.0362941, 0.0198033, 0.0274739, 0.0215591, 0.024855, 0.025039, 0.0464782, 0.02923, 0.0402242, 0.0335569, 0.0375374, 0.0281188, 0.0443796, 0.0310353, 0.0839917, 0.063761, 0.0243387, 0.0285661, 0.0186336, 0.0191639, 0.0752753, 0.074843, 0.0423997, 0.0246277, 0.0109632, 0.0123065
46, 200, 0.00625699, 0.0554566, 0.0186158, 0.0569479, 0.0472686, 0.0227703, 0.0401192, 0.018817, 0.0267684, 0.0211294, 0.0430518, 0.0365342, 0.0224162, 0.0332009, 0.0256702, 0.0429724, 0.0326346, 0.0292596, 0.0222259, 0.0364483, 0.0228062, 0.0506744, 0.0362739, 0.0197856, 0.0274657, 0.0215762, 0.0249925, 0.0249983, 0.0463087, 0.029288, 0.0402099, 0.0335529, 0.0375113, 0.0281555, 0.0443877, 0.031068, 0.0839954, 0.0637638, 0.0243613, 0.0285509, 0.0186463, 0.0191765, 0.075246, 0.0748182, 0.0423408, 0.0246513, 0.0110349, 0.0123451
47, 200, 0.00625623, 0.0554809, 0.0186256, 0.0569434, 0.0472779, 0.0227605, 0.0401441, 0.0188255, 0.026775, 0.0211181, 0.0430684, 0.0365364, 0.022404, 0.0331928, 0.0256645, 0.0429914, 0.0326404, 0.0292625, 0.0222503, 0.0364635, 0.0228099, 0.0506842, 0.0362762, 0.0197878, 0.0274468, 0.0215634, 0.0249908, 0.0250129, 0.0463252, 0.0292724, 0.0401736, 0.0335473, 0.0374908, 0.0283236, 0.0443742, 0.03109, 0.0840339, 0.0637909, 0.0243723, 0.0285261, 0.0186775, 0.0191807, 0.0752447, 0.0747923, 0.042335, 0.0246854, 0.0110053, 0.0123352
48, 200, 0.00627531, 0.0554624, 0.0186433, 0.0569707, 0.0472846, 0.022749, 0.0401343, 0.0188041, 0.0267807, 0.02114, 0.0430904, 0.0365354, 0.0223973, 0.0331689, 0.0256597, 0.0429843, 0.0326529, 0.0292563, 0.0222264, 0.0364561, 0.0228165, 0.0506791, 0.0362666, 0.0197861, 0.0274653, 0.0215671, 0.0250364, 0.0250438, 0.0463156, 0.0292454, 0.0401438, 0.033559, 0.0374411, 0.0283313, 0.0443673, 0.0311172, 0.0840599, 0.0638142, 0.0243995, 0.0285476, 0.0186562, 0.0191547, 0.0752295, 0.0747915, 0.0423043, 0.0246843, 0.0110242, 0.0123619
49, 200, 0.00629566, 0.0554875, 0.0186472, 0.0569583, 0.047279, 0.0227348, 0.0401485, 0.0188278, 0.0267821, 0.0211237, 0.0430972, 0.0365261, 0.0223904, 0.0331638, 0.0256589, 0.0429859, 0.0326445, 0.0292508, 0.0222695, 0.0364504, 0.022808, 0.0506868, 0.0362747, 0.0197825, 0.0274715, 0.0215673, 0.0250425, 0.0250636, 0.0463166, 0.0292217, 0.0401699, 0.0335448, 0.0374327, 0.0283009, 0.0443758, 0.031132, 0.0840633, 0.0638073, 0.024419, 0.0285598, 0.0186471, 0.0191275, 0.0752279, 0.0747668, 0.0422912, 0.0247052, 0.0110287, 0.0123752
50, 200, 0.00632693, 0.0554817, 0.0186635, 0.0569923, 0.0472715, 0.0227136, 0.0401228, 0.0188196, 0.0267792, 0.0211368, 0.0430713, 0.0365323, 0.0223726, 0.0331677, 0.0256557, 0.0429801, 0.0326467, 0.0292394, 0.0222139, 0.0364807, 0.0227933, 0.0506679, 0.0362755, 0.0197997, 0.0274587, 0.0215578, 0.0250461, 0.0250712, 0.0463579, 0.0292007, 0.0401485, 0.033531, 0.0374086, 0.028314, 0.0443817, 0.0310687, 0.0841084, 0.0638261, 0.0244579, 0.0285287, 0.0186338, 0.0191181, 0.0752147, 0.0747456, 0.0422811, 0.0247201, 0.0110547, 0.0123674
51, 200, 0.00631564, 0.0555372, 0.0186911, 0.0569474, 0.0472736, 0.0226976, 0.0401368, 0.0188118, 0.0267748, 0.0211151, 0.04308, 0.0365309, 0.0223806, 0.0331447, 0.0256403, 0.0429761, 0.032628, 0.0292607, 0.0222452, 0.0364608, 0.0227765, 0.0506894, 0.0362728, 0.0197893, 0.0274576, 0.0215474, 0.0250654, 0.0251067, 0.0464059, 0.029174, 0.0401192, 0.0335504, 0.0374021, 0.0282764, 0.0443857, 0.0310766, 0.0841095, 0.0638618, 0.0244947, 0.0285269, 0.0186217, 0.0190752, 0.0752034, 0.0747616, 0.0422389, 0.0247567, 0.0110381, 0.0123773
52, 200, 0.00634057, 0.0555267, 0.0187129, 0.0569488, 0.0472581, 0.0226849, 0.0401378, 0.0188032, 0.0267717, 0.0211009, 0.043071, 0.0365157, 0.0223805, 0.0331402, 0.0256275, 0.0429721, 0.0326161, 0.0292506, 0.0222192, 0.0364493, 0.0227672, 0.0506567, 0.0362609, 0.0197775, 0.0274764, 0.0215417, 0.02509, 0.0251078, 0.0464109, 0.0291569, 0.0401373, 0.0335707, 0.0373912, 0.0282725, 0.0444136, 0.0310507, 0.0841293, 0.0639314, 0.0245281, 0.0284253, 0.0185324, 0.0190653, 0.0752026, 0.0747522, 0.0422193, 0.0247573, 0.011039, 0.0123727
53, 200, 0.00636029, 0.0555231, 0.0186852, 0.0569547, 0.0472351, 0.0226669, 0.0401318, 0.0188029, 0.0267638, 0.0211289, 0.0430944, 0.0365301, 0.0222962, 0.0331499, 0.0255252, 0.0429698, 0.0325887, 0.029258, 0.0222414, 0.036453, 0.0227756, 0.0506541, 0.036244, 0.0197624, 0.027462, 0.0215613, 0.025084, 0.0250876, 0.0464458, 0.0291272, 0.0401088, 0.0336023, 0.0373691, 0.0283021, 0.0443707, 0.0310589, 0.0841757, 0.0638975, 0.0245557, 0.0283902, 0.0185523, 0.01909, 0.075204, 0.0747529, 0.0422098, 0.0247548, 0.0110023, 0.0123754
54, 200, 0.0063616, 0.0555087, 0.0186667, 0.0569257, 0.0472395, 0.0226683, 0.0401116, 0.0188146, 0.0267588, 0.0211469, 0.0430686, 0.036513, 0.0222923, 0.0331229, 0.0255187, 0.0429756, 0.0325743, 0.029245, 0.0222616, 0.0364547, 0.0227465, 0.0506331, 0.0362551, 0.0197578, 0.0274412, 0.021549, 0.0251214, 0.0251025, 0.046492, 0.0291115, 0.0401151, 0.0335717, 0.0373539, 0.0283033, 0.0443829, 0.0310156, 0.0842148, 0.0638928, 0.024573, 0.0283621, 0.0185438, 0.01909, 0.0752184, 0.074749, 0.0422221, 0.0247566, 0.0109885, 0.012337
55, 200, 0.00636028, 0.0555091, 0.0186538, 0.0568769, 0.0472588, 0.0226579, 0.0401332, 0.0188121, 0.0267405, 0.0210922, 0.0431222, 0.0364481, 0.022329, 0.0331003, 0.0255755, 0.0429684, 0.0325538, 0.0292692, 0.0222278, 0.0364426, 0.0227467, 0.0506612, 0.036255, 0.0197617, 0.0274524, 0.021526, 0.025143, 0.0250384, 0.0464607, 0.029066, 0.0400932, 0.0335637, 0.0373175, 0.0282891, 0.0443294, 0.0309736, 0.0841208, 0.0639548, 0.0246029, 0.0282843, 0.018471, 0.0190268, 0.0751784, 0.074755, 0.0422237, 0.024714, 0.010907, 0.0123135
56, 200, 0.00635783, 0.0555461, 0.0186583, 0.0568722, 0.0472486, 0.022665, 0.0401271, 0.0188124, 0.0267366, 0.0210637, 0.04307, 0.0364412, 0.0223208, 0.0330493, 0.0255585, 0.0429743, 0.0325433, 0.0292524, 0.0222263, 0.0364356, 0.0227622, 0.0506191, 0.0362392, 0.019769, 0.0274254, 0.0215093, 0.0251164, 0.025041, 0.0464683, 0.0290212, 0.0400884, 0.0335527, 0.0373066, 0.0282636, 0.0443056, 0.0309404, 0.0841487, 0.063905, 0.024663, 0.0282384, 0.0184767, 0.018976, 0.075172, 0.0747666, 0.042213, 0.0246767, 0.0108776, 0.0122882
57, 200, 0.0066734, 0.0554207, 0.0189629, 0.0567551, 0.0472606, 0.0226027, 0.0400931, 0.0188023, 0.0266792, 0.0210771, 0.0430474, 0.0364147, 0.0222997, 0.0330071, 0.0255193, 0.0429845, 0.0325723, 0.0291814, 0.0222737, 0.0363417, 0.0227359, 0.0505856, 0.0362159, 0.0197541, 0.02744, 0.0215219, 0.0250193, 0.0250572, 0.0467284, 0.028899, 0.0400799, 0.0335436, 0.0373167, 0.0280251, 0.044312, 0.0309488, 0.0841893, 0.0638495, 0.0246813, 0.0281846, 0.0185244, 0.0188799, 0.075165, 0.0748078, 0.042237, 0.0246322, 0.0107911, 0.0122481
58, 200, 0.00634264, 0.0555, 0.0186009, 0.0568489, 0.0472402, 0.0226434, 0.040126, 0.0187825, 0.0267031, 0.0210572, 0.043094, 0.0363763, 0.0222637, 0.0330095, 0.0255029, 0.042968, 0.0324993, 0.0292754, 0.0222306, 0.0364069, 0.0227165, 0.0506287, 0.0362115, 0.0197749, 0.0274371, 0.0215207, 0.0250624, 0.0250002, 0.0465343, 0.0289865, 0.0400795, 0.0336057, 0.0372898, 0.0279973, 0.0443005, 0.0309349, 0.0842712, 0.0638414, 0.0247481, 0.0281359, 0.0185057, 0.0187954, 0.0751732, 0.0748343, 0.0422677, 0.0245612, 0.0107359, 0.0122212
59, 200, 0.0066356, 0.0554022, 0.0188638, 0.0567094, 0.0472161, 0.0225807, 0.0400781, 0.0187859, 0.0266536, 0.0210825, 0.0430313, 0.0364035, 0.0222089, 0.0329592, 0.0253731, 0.042967, 0.0325115, 0.0291909, 0.022185, 0.0363386, 0.0227093, 0.0505764, 0.0362438, 0.0197415, 0.0274411, 0.0215038, 0.0249804, 0.0250043, 0.0467207, 0.0288506, 0.0400686, 0.0336, 0.037282, 0.027952, 0.0442769, 0.0308993, 0.0843119, 0.0638467, 0.024836, 0.0280589, 0.018434, 0.0186991, 0.0752051, 0.0748397, 0.0422619, 0.0244721, 0.0106887, 0.0121755
60, 200, 0.00666803, 0.0553479, 0.0188224, 0.0568448, 0.0472082, 0.0225825, 0.0400867, 0.0187952, 0.0266437, 0.02107, 0.0429983, 0.0363622, 0.0222003, 0.0329121, 0.0253419, 0.0429657, 0.0324761, 0.0291968, 0.0222285, 0.0363467, 0.0226662, 0.0505878, 0.0361807, 0.0197351, 0.0274194, 0.0215148, 0.0249294, 0.024987, 0.0467333, 0.0287972, 0.0400072, 0.033607, 0.037231, 0.0278946, 0.0442408, 0.0308409, 0.0843567, 0.0638758, 0.0249311, 0.0279701, 0.0183493, 0.0185824, 0.0751944, 0.0748551, 0.0422811, 0.0243954, 0.0106102, 0.0120891
61, 200, 0.00664641, 0.0553659, 0.0187997, 0.0565577, 0.0471916, 0.0225568, 0.0400626, 0.0187531, 0.0266274, 0.0210665, 0.0429882, 0.0363076, 0.0221506, 0.0328678, 0.0252914, 0.0429572, 0.0324557, 0.0292202, 0.0222257, 0.0363271, 0.0226688, 0.050567, 0.0362045, 0.0197547, 0.0274133, 0.0215087, 0.0248489, 0.0249665, 0.0467051, 0.0287894, 0.0400396, 0.0336177, 0.0372315, 0.0278475, 0.0442536, 0.0307817, 0.084406, 0.0638521, 0.0250284, 0.0278984, 0.01829, 0.0184393, 0.0751888, 0.074849, 0.0422752, 0.0242939, 0.0105542, 0.0120401
62, 200, 0.00664126, 0.0553188, 0.018758, 0.0565314, 0.0471948, 0.0225603, 0.040095, 0.0187557, 0.0266286, 0.0210175, 0.0429962, 0.0362298, 0.022172, 0.032817, 0.0253317, 0.0429497, 0.0324089, 0.0292245, 0.022223, 0.0362866, 0.0226349, 0.0505483, 0.0361858, 0.0197319, 0.0274305, 0.0215032, 0.0248533, 0.0249765, 0.0467074, 0.0287253, 0.0400154, 0.0335905, 0.0371995, 0.0277553, 0.0441928, 0.0307735, 0.0844381, 0.0638355, 0.0251493, 0.0277713, 0.018225, 0.0183272, 0.075169, 0.0748689, 0.0422986, 0.0242021, 0.0104518, 0.0119343
63, 200, 0.00661229, 0.0553175, 0.0187056, 0.0564616, 0.0471784, 0.0225515, 0.0400816, 0.0187473, 0.0266155, 0.0210017, 0.0429692, 0.0361518, 0.0221203, 0.0327563, 0.0252827, 0.0429457, 0.0323727, 0.0292409, 0.0222186, 0.0362964, 0.0226231, 0.0505345, 0.036179, 0.0197286, 0.027415, 0.021488, 0.0247906, 0.02494, 0.0466892, 0.0286791, 0.0399952, 0.0336242, 0.0371753, 0.0276721, 0.0441855, 0.0306778, 0.0845002, 0.0638545, 0.0252693, 0.0276138, 0.0181225, 0.018198, 0.0751361, 0.0748669, 0.0423125, 0.0240896, 0.0104087, 0.0118533
64, 200, 0.00660563, 0.0552842, 0.0186573, 0.0564466, 0.0471478, 0.0225321, 0.0401106, 0.0187327, 0.0265987, 0.0210008, 0.0430021, 0.0361372, 0.0220382, 0.0326611, 0.0251613, 0.0429332, 0.0323482, 0.0292483, 0.0222017, 0.036276, 0.0226142, 0.0505239, 0.0361502, 0.0197194, 0.0274198, 0.0215022, 0.024804, 0.0249198, 0.0467351, 0.0286099, 0.0400061, 0.0336199, 0.0371471, 0.0276441, 0.0441935, 0.0306568, 0.0846916, 0.0638412, 0.0254191, 0.0274607, 0.0180993, 0.0181338, 0.0751558, 0.0748915, 0.0423226, 0.0240419, 0.0103025, 0.0117799
65, 200, 0.00671047, 0.0539875, 0.0186198, 0.0564921, 0.047149, 0.0224444, 0.0402038, 0.0187057, 0.0265281, 0.0209464, 0.0429083, 0.0360446, 0.021981, 0.0325763, 0.0250938, 0.0429262, 0.0324469, 0.0293498, 0.0222037, 0.0360699, 0.0226025, 0.0503548, 0.036109, 0.0197395, 0.0274045, 0.0214514, 0.0247615, 0.0248715, 0.046769, 0.028536, 0.0400015, 0.0335626, 0.0371509, 0.0275755, 0.0441874, 0.0306246, 0.0847339, 0.0638393, 0.0255401, 0.027315, 0.0179945, 0.0180407, 0.0751379, 0.0748713, 0.0423564, 0.0239275, 0.0101879, 0.0116901
66, 200, 0.00671045, 0.0539058, 0.0185772, 0.0564464, 0.0471297, 0.0224269, 0.0402426, 0.0187087, 0.0265144, 0.02093, 0.0429122, 0.0359587, 0.0219381, 0.032485, 0.0250409, 0.0429188, 0.032416, 0.0293565, 0.0222122, 0.0360524, 0.0225655, 0.0503403, 0.0361042, 0.0197067, 0.0273997, 0.0214233, 0.0247112, 0.0248255, 0.0467002, 0.0284551, 0.0399947, 0.0335485, 0.0371422, 0.0275361, 0.0441963, 0.0304356, 0.0847177, 0.0638653, 0.0257346, 0.0272384, 0.0177159, 0.0178631, 0.0750971, 0.0748756, 0.0423464, 0.0238253, 0.0100604, 0.0115879
67, 200, 0.00671323, 0.0538185, 0.0184742, 0.0564013, 0.0471321, 0.0224267, 0.0402643, 0.0186814, 0.0265127, 0.0208602, 0.04286, 0.035857, 0.0219158, 0.0323956, 0.0250495, 0.0429274, 0.0324047, 0.0293847, 0.0222229, 0.0360665, 0.0225518, 0.0503484, 0.0360912, 0.0197139, 0.0273899, 0.0214395, 0.0246417, 0.0247824, 0.046657, 0.0283884, 0.039978, 0.0335168, 0.0371044, 0.0274493, 0.0441241, 0.0303718, 0.0847535, 0.0638913, 0.0259148, 0.0270078, 0.017632, 0.0176751, 0.0749738, 0.0748462, 0.0423584, 0.0237369, 0.00994784, 0.0115012
68, 200, 0.00668802, 0.0537704, 0.0184516, 0.0563438, 0.0470993, 0.0223993, 0.0402749, 0.0186599, 0.0264934, 0.0208504, 0.0428865, 0.0358127, 0.0218126, 0.0323027, 0.0249178, 0.0429367, 0.0323911, 0.0293902, 0.0222249, 0.0360569, 0.0225532, 0.0503307, 0.03607, 0.0197356, 0.0274568, 0.0213999, 0.0246053, 0.0246899, 0.0466283, 0.0283161, 0.0399488, 0.0334655, 0.0370729, 0.0273804, 0.0440993, 0.0303108, 0.084802, 0.0638719, 0.0261171, 0.0268849, 0.0175063, 0.0174272, 0.074919, 0.0748553, 0.0423662, 0.0236088, 0.00981293, 0.0114171
69, 200, 0.00668408, 0.0536934, 0.018376, 0.05631, 0.0470793, 0.0223748, 0.0402811, 0.0186646, 0.0264742, 0.0207804, 0.0428749, 0.0357492, 0.0217572, 0.0321947, 0.0248517, 0.0429412, 0.032374, 0.0294134, 0.0222564, 0.0360398, 0.0225241, 0.0503264, 0.0360702, 0.0197098, 0.0274711, 0.0213965, 0.0245611, 0.024641, 0.0465731, 0.0282406, 0.0399577, 0.0334152, 0.0370572, 0.027329, 0.0440231, 0.0302529, 0.084819, 0.0638976, 0.0263205, 0.0267866, 0.0173387, 0.0172485, 0.0748828, 0.0748414, 0.042375, 0.0235024, 0.00971024, 0.0113221
70, 200, 0.00667385, 0.0536699, 0.0183365, 0.0562551, 0.0470733, 0.0223626, 0.0403211, 0.0186244, 0.0264609, 0.020686, 0.0428925, 0.0356131, 0.0217225, 0.0320834, 0.0248654, 0.0429358, 0.0323422, 0.0294188, 0.0222351, 0.0360584, 0.0224752, 0.050332, 0.0360641, 0.0197185, 0.0274633, 0.0213625, 0.024454, 0.0245752, 0.046569, 0.0281943, 0.0399097, 0.0333654, 0.0369696, 0.0272529, 0.0439889, 0.0303354, 0.0848564, 0.0640039, 0.026534, 0.026524, 0.0172278, 0.0170259, 0.0748463, 0.0748269, 0.0423738, 0.0234181, 0.00963007, 0.0111838
