0.013333, 0.566602, 0.163634, 0.402800, 0.565110, 0.163290, 0.226419
0.020000, 0.566623, 0.163624, 0.402800, 0.565150, 0.163300, 0.216799
0.026667, 0.566617, 0.163614, 0.402800, 0.565180, 0.163320, 0.202047
0.033333, 0.566586, 0.163586, 0.402800, 0.565210, 0.163330, 0.184163
0.040000, 0.566530, 0.163553, 0.402800, 0.565240, 0.163340, 0.163709
0.046667, 0.566443, 0.163517, 0.402800, 0.565270, 0.163350, 0.141131
0.053333, 0.566341, 0.163484, 0.402800, 0.565290, 0.163360, 0.117230
0.060000, 0.566225, 0.163443, 0.402800, 0.565300, 0.163360, 0.089791
0.066667, 0.566112, 0.163405, 0.402800, 0.565310, 0.163360, 0.056006
0.073333, 0.566004, 0.163368, 0.402800, 0.565320, 0.163360, 0.011591
0.080000, 0.565887, 0.163335, 0.402800, 0.565310, 0.163360, -0.043483
0.086667, 0.565795, 0.163308, 0.402800, 0.565310, 0.163360, -0.106419
0.093333, 0.565706, 0.163289, 0.402800, 0.565300, 0.163360, -0.172551
0.100000, 0.565603, 0.163271, 0.402800, 0.565280, 0.163350, -0.239189
0.106667, 0.565484, 0.163275, 0.402800, 0.565260, 0.163350, -0.322956
0.113333, 0.565338, 0.163293, 0.402800, 0.565230, 0.163350, -0.489466
0.120000, 0.565206, 0.163326, 0.402800, 0.565200, 0.163340, -1.147226
0.126667, 0.565085, 0.163285, 0.402800, 0.565170, 0.163340, -2.565513
0.133333, 0.564932, 0.163293, 0.402800, 0.565130, 0.163340, -2.908405
0.140000, 0.564779, 0.163298, 0.402800, 0.565090, 0.163340, -3.007690
0.146667, 0.564622, 0.163300, 0.402800, 0.565040, 0.163340, -3.046166
0.153333, 0.564477, 0.163299, 0.402800, 0.565000, 0.163340, -3.063823
0.160000, 0.564328, 0.163309, 0.402800, 0.564950, 0.163350, -3.076477
0.166667, 0.564186, 0.163313, 0.402800, 0.564900, 0.163350, -3.089542
0.173333, 0.564059, 0.163321, 0.402800, 0.564860, 0.163350, -3.104811
0.180000, 0.563943, 0.163331, 0.402800, 0.564820, 0.163350, -3.120385
0.186667, 0.563841, 0.163340, 0.402800, 0.564780, 0.163350, -3.131068
0.193333, 0.563760, 0.163340, 0.402800, 0.564750, 0.163350, -3.131280
0.200000, 0.563679, 0.163318, 0.402800, 0.564720, 0.163340, -3.120875
0.206667, 0.563583, 0.163300, 0.402800, 0.564690, 0.163340, -3.105301
0.213333, 0.563480, 0.163285, 0.402800, 0.564670, 0.163340, -3.095100
0.220000, 0.563361, 0.163270, 0.402800, 0.564640, 0.163330, -3.095095
0.226667, 0.563258, 0.163278, 0.402800, 0.564620, 0.163330, -3.103707
0.233333, 0.563169, 0.163284, 0.402800, 0.564600, 0.163320, -3.116129
0.240000, 0.563105, 0.163298, 0.402800, 0.564590, 0.163320, -3.126741
0.246667, 0.563053, 0.163311, 0.402800, 0.564570, 0.163320, -3.135973
0.253333, 0.563016, 0.163310, 0.402800, 0.564550, 0.163310, 3.141583
0.260000, 0.563004, 0.163320, 0.402800, 0.564540, 0.163310, 3.135403
0.266667, 0.562994, 0.163335, 0.402800, 0.564520, 0.163310, 3.125172
0.273333, 0.563004, 0.163354, 0.402800, 0.564510, 0.163300, 3.105800
0.280000, 0.563012, 0.163401, 0.402800, 0.564490, 0.163300, 3.073329
0.286667, 0.563027, 0.163466, 0.402800, 0.564470, 0.163300, 3.026870
0.293333, 0.563052, 0.163540, 0.402800, 0.564460, 0.163300, 2.973031
0.300000, 0.563065, 0.163606, 0.402800, 0.564440, 0.163300, 2.922536
0.306667, 0.563078, 0.163659, 0.402800, 0.564420, 0.163310, 2.886937
0.313333, 0.563082, 0.163670, 0.402800, 0.564390, 0.163310, 2.873294
0.320000, 0.563102, 0.163641, 0.402800, 0.564370, 0.163310, 2.886567
0.326667, 0.563123, 0.163586, 0.402800, 0.564350, 0.163310, 2.920515
0.333333, 0.563134, 0.163515, 0.402800, 0.564320, 0.163310, 2.970446
0.340000, 0.563147, 0.163441, 0.402800, 0.564290, 0.163310, 3.027818
0.346667, 0.563170, 0.163357, 0.402800, 0.564270, 0.163300, 3.089836
0.353333, 0.563182, 0.163275, 0.402800, 0.564240, 0.163290, -3.127392
0.360000, 0.563188, 0.163189, 0.402800, 0.564210, 0.163270, -3.062503
0.366667, 0.563186, 0.163113, 0.402800, 0.564180, 0.163250, -3.004976
0.373333, 0.563176, 0.163055, 0.402800, 0.564150, 0.163230, -2.963492
0.380000, 0.563152, 0.163015, 0.402800, 0.564110, 0.163210, -2.941243
0.386667, 0.563143, 0.162992, 0.402800, 0.564080, 0.163190, -2.933571
0.393333, 0.563140, 0.162978, 0.402800, 0.564040, 0.163170, -2.931268
0.400000, 0.563172, 0.162956, 0.402800, 0.564010, 0.163140, -2.924857
0.406667, 0.563236, 0.162939, 0.402800, 0.563980, 0.163120, -2.903237
0.413333, 0.563341, 0.162917, 0.402800, 0.563960, 0.163100, -2.854648
0.420000, 0.563474, 0.162895, 0.402800, 0.563950, 0.163080, -2.769789
0.426667, 0.563622, 0.162868, 0.402800, 0.563960, 0.163050, -2.647079
0.433333, 0.563728, 0.162849, 0.402800, 0.563970, 0.163020, -2.525560
0.440000, 0.563786, 0.162829, 0.402800, 0.563980, 0.162990, -2.449628
0.446667, 0.563822, 0.162809, 0.402800, 0.563990, 0.162960, -2.411687
0.453333, 0.563849, 0.162785, 0.402800, 0.563990, 0.162920, -2.378094
0.460000, 0.563886, 0.162769, 0.402800, 0.563990, 0.162880, -2.326377
0.466667, 0.563922, 0.162757, 0.402800, 0.563990, 0.162840, -2.253644
0.473333, 0.563962, 0.162743, 0.402800, 0.564000, 0.162800, -2.164328
0.480000, 0.563982, 0.162716, 0.402800, 0.564000, 0.162750, -2.067423
0.486667, 0.563995, 0.162687, 0.402800, 0.564000, 0.162700, -1.971152
0.493333, 0.564007, 0.162641, 0.402800, 0.564010, 0.162650, -1.877582
0.500000, 0.564012, 0.162565, 0.402800, 0.564020, 0.162600, -1.782637
0.506667, 0.564033, 0.162475, 0.402800, 0.564040, 0.162540, -1.674006
0.513333, 0.564053, 0.162395, 0.402800, 0.564050, 0.162490, -1.536928
0.520000, 0.564095, 0.162313, 0.402800, 0.564070, 0.162430, -1.361810
0.526667, 0.564153, 0.162253, 0.402800, 0.564100, 0.162370, -1.148998
0.533333, 0.564181, 0.162231, 0.402800, 0.564120, 0.162310, -0.913089
0.540000, 0.564163, 0.162240, 0.402800, 0.564150, 0.162250, -0.687386
0.546667, 0.564292, 0.162135, 0.402800, 0.564190, 0.162190, -0.499728
0.553333, 0.564487, 0.162044, 0.402800, 0.564230, 0.162140, -0.358079
0.560000, 0.564706, 0.161969, 0.402800, 0.564280, 0.162080, -0.255779
0.566667, 0.564930, 0.161911, 0.402800, 0.564330, 0.162020, -0.179087
0.573333, 0.565167, 0.161868, 0.402800, 0.564380, 0.161960, -0.115915
0.580000, 0.565428, 0.161848, 0.402800, 0.564440, 0.161910, -0.063097
0.586667, 0.565697, 0.161823, 0.402800, 0.564500, 0.161850, -0.022194
0.593333, 0.565976, 0.161806, 0.402800, 0.564570, 0.161800, 0.004242
0.600000, 0.566248, 0.161775, 0.402800, 0.564640, 0.161750, 0.015703
0.606667, 0.566539, 0.161728, 0.402800, 0.564730, 0.161700, 0.015515
0.613333, 0.566833, 0.161663, 0.402800, 0.564820, 0.161650, 0.006689
0.620000, 0.567160, 0.161597, 0.402800, 0.564930, 0.161610, -0.005891
0.626667, 0.567505, 0.161511, 0.402800, 0.565040, 0.161560, -0.020058
0.633333, 0.567883, 0.161421, 0.402800, 0.565170, 0.161510, -0.032825
0.640000, 0.568276, 0.161331, 0.402800, 0.565310, 0.161460, -0.043354
0.646667, 0.568691, 0.161255, 0.402800, 0.565460, 0.161420, -0.051042
0.653333, 0.569133, 0.161171, 0.402800, 0.565620, 0.161370, -0.056725
0.660000, 0.569614, 0.161092, 0.402800, 0.565800, 0.161320, -0.059636
0.666667, 0.570109, 0.161035, 0.402800, 0.565980, 0.161280, -0.059216
0.673333, 0.570629, 0.160983, 0.402800, 0.566180, 0.161230, -0.055437
0.680000, 0.571155, 0.160959, 0.402800, 0.566390, 0.161190, -0.048356
0.686667, 0.571677, 0.160944, 0.402800, 0.566600, 0.161140, -0.038650
0.693333, 0.572218, 0.160956, 0.402800, 0.566830, 0.161100, -0.026795
0.700000, 0.572778, 0.160992, 0.402800, 0.567070, 0.161070, -0.013666
0.706667, 0.573367, 0.161026, 0.402800, 0.567320, 0.161030, -0.000614
0.713333, 0.574008, 0.161068, 0.402800, 0.567580, 0.161000, 0.010631
0.720000, 0.574717, 0.161099, 0.402800, 0.567850, 0.160970, 0.018714
0.726667, 0.575515, 0.161111, 0.402800, 0.568150, 0.160940, 0.023201
0.733333, 0.576363, 0.161110, 0.402800, 0.568460, 0.160910, 0.025255
0.740000, 0.577247, 0.161104, 0.402800, 0.568790, 0.160880, 0.026431
0.746667, 0.578157, 0.161086, 0.402800, 0.569140, 0.160840, 0.027225
0.753333, 0.579098, 0.161077, 0.402800, 0.569510, 0.160810, 0.027868
0.760000, 0.580088, 0.161072, 0.402800, 0.569900, 0.160780, 0.028622
0.766667, 0.581124, 0.161064, 0.402800, 0.570310, 0.160740, 0.029981
