0.02, 0.4959, 0.168372, 0.495687, -0.548587, 0.0832841, -0.04291, -0.943724, -0.00511125, 0.0346428, 1.74262, -0.075181, -0.368627, -0.890036, -0.0167505, 0.0646448, 1.66638, -0.0559022, 0.273732, 0.456552, -0.146173, -0.0172219, 0.302941, 0.0524309, 0.0146524, 0.223587, 0.102034, 0.464302, 0.095313, -0.00579474, -0.860328, -0.366051, 0.898915, -0.358456, 0.11185, -0.00019702, -0.06163, 0.183577, 2.07259, 0.0191598, 0.728582, 0.33341, -0.336596, -0.000762795
0.0266667, 0.495892, 0.168397, 0.495709, -0.549093, 0.0835304, -0.0429358, -0.943311, -0.00531197, 0.0349219, 1.74263, -0.0758754, -0.366763, -0.889476, -0.0170211, 0.0647829, 1.66619, -0.0556586, 0.273249, 0.456191, -0.146394, -0.017359, 0.304848, 0.0524336, 0.0147567, 0.226043, 0.101013, 0.465109, 0.0941034, -0.00567612, -0.860817, -0.365118, 0.910803, -0.36239, 0.104391, -0.000202681, -0.0627985, 0.183452, 2.07103, 0.0187556, 0.730156, 0.334122, -0.336884, -0.000763766
0.0333333, 0.495879, 0.168404, 0.495718, -0.549408, 0.0834152, -0.0430337, -0.942921, -0.00513248, 0.0349026, 1.74251, -0.0749953, -0.368591, -0.88918, -0.0169691, 0.0647086, 1.6662, -0.0556504, 0.273611, 0.455486, -0.146229, -0.0170849, 0.307052, 0.05228, 0.014901, 0.22829, 0.100746, 0.467117, 0.0937936, -0.00557375, -0.857759, -0.367788, 0.895306, -0.358256, 0.111995, -0.000196826, -0.0641707, 0.183454, 2.07005, 0.0185606, 0.731706, 0.335012, -0.337105, -0.000764766
0.04, 0.495867, 0.168413, 0.495734, -0.549844, 0.0833403, -0.0429842, -0.942433, -0.00510524, 0.0348265, 1.74243, -0.0749026, -0.368839, -0.88875, -0.0170384, 0.064631, 1.66614, -0.0555599, 0.273923, 0.454908, -0.1462, -0.0170094, 0.309516, 0.0524118, 0.0151234, 0.23003, 0.100212, 0.46787, 0.0931316, -0.00549361, -0.855462, -0.369245, 0.891605, -0.357818, 0.112123, -0.000196478, -0.065594, 0.183551, 2.07035, 0.018986, 0.731352, 0.335573, -0.33777, -0.000766215
0.0466667, 0.495868, 0.168404, 0.495735, -0.550308, 0.0833045, -0.0429649, -0.941967, -0.00502858, 0.0348372, 1.74244, -0.0748825, -0.368787, -0.888346, -0.0171178, 0.0644791, 1.66618, -0.0554239, 0.273365, 0.45437, -0.14618, -0.0166965, 0.311633, 0.0525123, 0.0151133, 0.232162, 0.0995653, 0.46799, 0.0926859, -0.00533395, -0.853911, -0.370572, 0.888847, -0.357526, 0.112401, -0.000196169, -0.0668086, 0.183648, 2.07011, 0.0190996, 0.731248, 0.336638, -0.339014, -0.000768942
0.0533333, 0.495846, 0.16842, 0.495728, -0.550782, 0.0834154, -0.0429953, -0.941584, -0.00505542, 0.0350677, 1.74248, -0.0747808, -0.368337, -0.88791, -0.0172642, 0.0645287, 1.66614, -0.0553268, 0.273013, 0.45405, -0.146445, -0.0162694, 0.313582, 0.0528118, 0.0151957, 0.233741, 0.0994624, 0.468668, 0.092581, -0.0051964, -0.851405, -0.372306, 0.884916, -0.357026, 0.113109, -0.000195546, -0.0680551, 0.18397, 2.07118, 0.019912, 0.731062, 0.337164, -0.339253, -0.000769701
0.06, 0.49581, 0.168402, 0.495736, -0.551256, 0.0833319, -0.0428044, -0.941067, -0.00508922, 0.0349173, 1.74237, -0.0744791, -0.368495, -0.887522, -0.0174162, 0.0642438, 1.66607, -0.0550852, 0.272967, 0.453676, -0.146448, -0.016114, 0.315903, 0.0530076, 0.015412, 0.234887, 0.0993051, 0.468608, 0.0921453, -0.00497351, -0.849432, -0.374008, 0.880438, -0.35649, 0.113977, -0.000194834, -0.0694744, 0.184189, 2.07184, 0.0204956, 0.730991, 0.338515, -0.340267, -0.000772276
0.0666667, 0.495784, 0.168417, 0.495738, -0.551793, 0.0833322, -0.0428171, -0.940642, -0.00510595, 0.0350021, 1.74236, -0.0751637, -0.366653, -0.887016, -0.0175449, 0.0641763, 1.66604, -0.0549265, 0.273, 0.453587, -0.146433, -0.0156181, 0.317647, 0.0530114, 0.0154127, 0.235912, 0.0995635, 0.468557, 0.0918865, -0.00480061, -0.847931, -0.375222, 0.877452, -0.356558, 0.114739, -0.000194573, -0.0705263, 0.184749, 2.07366, 0.0215668, 0.729119, 0.339506, -0.341483, -0.000774904
0.0733333, 0.495744, 0.168407, 0.495742, -0.552501, 0.0833545, -0.0427554, -0.939902, -0.00508053, 0.035036, 1.74232, -0.0741943, -0.368411, -0.886358, -0.0176779, 0.0640815, 1.66592, -0.054741, 0.272793, 0.453944, -0.146613, -0.0153169, 0.319186, 0.0531949, 0.0155786, 0.23716, 0.0996294, 0.467735, 0.0915091, -0.00463549, -0.846928, -0.376235, 0.875274, -0.357003, 0.115382, -0.000194615, -0.0715585, 0.18533, 2.07536, 0.0224684, 0.715454, 0.337664, -0.346084, -0.000780739
0.08, 0.495693, 0.168391, 0.495739, -0.553162, 0.0832968, -0.0427104, -0.939261, -0.00504402, 0.0349806, 1.74221, -0.0740935, -0.368539, -0.885724, -0.0177477, 0.0639519, 1.66585, -0.0546877, 0.272827, 0.454469, -0.146716, -0.0151648, 0.320291, 0.0533905, 0.0157874, 0.238673, 0.0998725, 0.467659, 0.0914436, -0.00456123, -0.84537, -0.37724, 0.873305, -0.357312, 0.115397, -0.000194818, -0.0723419, 0.185772, 2.0768, 0.0234995, 0.713379, 0.338402, -0.347601, -0.000783654
0.0866667, 0.49565, 0.168399, 0.495726, -0.553769, 0.0833771, -0.0427252, -0.938727, -0.0050828, 0.0351053, 1.7422, -0.0740525, -0.368315, -0.885207, -0.0179207, 0.0638909, 1.66581, -0.0545751, 0.272549, 0.45509, -0.147109, -0.0147617, 0.320625, 0.0538032, 0.015863, 0.239964, 0.100801, 0.466197, 0.0919191, -0.00462453, -0.843723, -0.378325, 0.869241, -0.357124, 0.117247, -0.000193946, -0.0725625, 0.186451, 2.08026, 0.0252068, 0.710125, 0.338172, -0.34874, -0.000785265
